,company,state,location,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
688,Houzz,California,San Francisco Bay Area,95.0,2022-12-07,8.0,1188.0,1093.0,Consumer,Series E,$613,2022,37.44188,-122.14302
689,Doma,California,San Francisco Bay Area,515.0,2022-12-06,40.0,1288.0,773.0,Finance,Post-IPO,$679,2022,37.77493,-122.41942
690,Chipper Cash,California,San Francisco Bay Area,50.0,2022-12-06,13.0,385.0,335.0,Finance,Series C,$302,2022,37.77493,-122.41942
691,Netlify,California,San Francisco Bay Area,48.0,2022-12-01,16.0,300.0,252.0,Product,Series D,$212,2022,37.77493,-122.41942
692,DoorDash,California,San Francisco Bay Area,1250.0,2022-11-30,6.0,20833.0,19583.0,Food,Post-IPO,$2500,2022,37.77493,-122.41942
693,Kraken,California,San Francisco Bay Area,1100.0,2022-11-30,30.0,3667.0,2567.0,Crypto,Unknown,$134,2022,37.77493,-122.41942
694,Nuro,California,San Francisco Bay Area,300.0,2022-11-18,20.0,1500.0,1200.0,Transportation,Series D,$2100,2022,37.38605,-122.08385
695,Synthego,California,San Francisco Bay Area,105.0,2022-11-18,20.0,525.0,420.0,Healthcare,Series E,$459,2022,37.48522,-122.23635
696,Roku,California,San Francisco Bay Area,200.0,2022-11-17,7.0,2857.0,2657.0,Media,Post-IPO,$208,2022,37.33939,-121.89496
697,Cisco,California,San Francisco Bay Area,4100.0,2022-11-16,5.0,82000.0,77900.0,Infrastructure,Post-IPO,$2,2022,37.33939,-121.89496
698,Asana,California,San Francisco Bay Area,180.0,2022-11-15,9.0,2000.0,1820.0,Other,Post-IPO,$453,2022,37.77493,-122.41942
699,CaptivateIQ,California,San Francisco Bay Area,31.0,2022-11-15,10.0,310.0,279.0,Sales,Series C,$164,2022,37.77493,-122.41942
700,Intercom,California,San Francisco Bay Area,124.0,2022-11-14,13.0,954.0,830.0,Support,Series D,$240,2022,37.77493,-122.41942
701,Cloudinary,California,San Francisco Bay Area,40.0,2022-11-14,8.0,500.0,460.0,Media,Unknown,$100,2022,37.35411,-121.95524
702,Veev,California,San Francisco Bay Area,100.0,2022-11-11,30.0,333.0,233.0,Real Estate,Series D,$597,2022,37.66882,-122.0808
703,Juul,California,San Francisco Bay Area,400.0,2022-11-10,30.0,1333.0,933.0,Consumer,Unknown,$1500,2022,37.77493,-122.41942
704,Blend,California,San Francisco Bay Area,100.0,2022-11-10,6.0,1667.0,1567.0,Finance,Post-IPO,$665,2022,37.77493,-122.41942
705,InfluxData,California,San Francisco Bay Area,65.0,2022-11-10,27.0,241.0,176.0,Data,Series D,$119,2022,37.77493,-122.41942
706,SoundHound,California,San Francisco Bay Area,45.0,2022-11-10,10.0,450.0,405.0,Other,Post-IPO,$326,2022,37.35411,-121.95524
707,Meta,California,San Francisco Bay Area,11000.0,2022-11-09,13.0,84615.0,73615.0,Consumer,Post-IPO,$26000,2022,37.45383,-122.18219
708,Liftoff,California,San Francisco Bay Area,130.0,2022-11-09,15.0,867.0,737.0,Marketing,Acquired,$6,2022,37.48522,-122.23635
709,Kabam,California,San Francisco Bay Area,35.0,2022-11-09,7.0,500.0,465.0,Consumer,Acquired,$244,2022,37.77493,-122.41942
710,SaleSan Franciscoorce,California,San Francisco Bay Area,1000.0,2022-11-07,1.0,100000.0,99000.0,Sales,Post-IPO,$65,2022,37.77493,-122.41942
711,Zendesk,California,San Francisco Bay Area,350.0,2022-11-07,5.0,7000.0,6650.0,Support,Acquired,$85,2022,37.77493,-122.41942
712,Twitter,California,San Francisco Bay Area,3700.0,2022-11-04,50.0,7400.0,3700.0,Consumer,Post-IPO,$12900,2022,37.77493,-122.41942
713,Stripe,California,San Francisco Bay Area,1000.0,2022-11-03,14.0,7143.0,6143.0,Finance,Series H,$2300,2022,37.77493,-122.41942
714,Lyft,California,San Francisco Bay Area,700.0,2022-11-03,13.0,5385.0,4685.0,Transportation,Post-IPO,$4900,2022,37.77493,-122.41942
715,Shippo,California,San Francisco Bay Area,60.0,2022-11-03,20.0,300.0,240.0,Logistics,Series E,$154,2022,37.77493,-122.41942
717,Chime,California,San Francisco Bay Area,156.0,2022-11-02,12.0,1300.0,1144.0,Finance,Series G,$2300,2022,37.77493,-122.41942
718,Chargebee,California,San Francisco Bay Area,142.0,2022-11-02,10.0,1420.0,1278.0,Finance,Series H,$468,2022,37.77493,-122.41942
719,Iron Ox,California,San Francisco Bay Area,50.0,2022-11-02,50.0,100.0,50.0,Food,Series C,$103,2022,37.77493,-122.41942
720,Upstart,California,San Francisco Bay Area,140.0,2022-11-01,7.0,2000.0,1860.0,Finance,Post-IPO,$144,2022,37.56299,-122.32553
721,Gem,California,San Francisco Bay Area,100.0,2022-11-01,33.0,303.0,203.0,Recruiting,Series C,$148,2022,37.77493,-122.41942
722,Equitybee,California,San Francisco Bay Area,25.0,2022-10-31,20.0,125.0,100.0,Finance,Series B,$85,2022,37.44188,-122.14302
723,Fundbox,California,San Francisco Bay Area,150.0,2022-10-25,42.0,357.0,207.0,Finance,Series D,$553,2022,37.77493,-122.41942
724,Embroker,California,San Francisco Bay Area,30.0,2022-10-25,12.0,250.0,220.0,Finance,Series C,$142,2022,37.77493,-122.41942
725,Zeus Living,California,San Francisco Bay Area,64.0,2022-10-20,46.0,139.0,75.0,Real Estate,Series C,$151,2022,37.77493,-122.41942
726,Loom,California,San Francisco Bay Area,23.0,2022-10-20,11.0,209.0,186.0,Product,Series C,$203,2022,37.77493,-122.41942
727,AtoB,California,San Francisco Bay Area,32.0,2022-10-19,30.0,107.0,75.0,Finance,Series B,$177,2022,37.77493,-122.41942
728,Faire,California,San Francisco Bay Area,84.0,2022-10-18,7.0,1200.0,1116.0,Retail,Series G,$1700,2022,37.77493,-122.41942
729,Flipboard,California,San Francisco Bay Area,24.0,2022-10-16,21.0,114.0,90.0,Media,Unknown,$235,2022,37.44188,-122.14302
730,6sense,California,San Francisco Bay Area,150.0,2022-10-12,10.0,1500.0,1350.0,Sales,Series E,$426,2022,37.77493,-122.41942
731,Brex,California,San Francisco Bay Area,136.0,2022-10-11,11.0,1236.0,1100.0,Finance,Series D,$1500,2022,37.77493,-122.41942
732,Pacaso,California,San Francisco Bay Area,100.0,2022-10-11,30.0,333.0,233.0,Real Estate,Series C,$217,2022,37.77493,-122.41942
733,Udacity,California,San Francisco Bay Area,55.0,2022-10-11,13.0,423.0,368.0,Education,Unknown,$235,2022,37.38605,-122.08385
734,Momentive,California,San Francisco Bay Area,180.0,2022-10-10,11.0,1636.0,1456.0,Marketing,Post-IPO,$1100,2022,37.56299,-122.32553
735,Pavilion Data,California,San Francisco Bay Area,96.0,2022-10-10,96.0,100.0,4.0,Infrastructure,Series D,$103,2022,37.33939,-121.89496
736,BioMarin,California,San Francisco Bay Area,120.0,2022-10-07,4.0,3000.0,2880.0,Healthcare,Post-IPO,$585,2022,37.97353,-122.53109
737,Impossible Foods,California,San Francisco Bay Area,50.0,2022-10-06,6.0,833.0,783.0,Food,Series H,$1900,2022,37.48522,-122.23635
738,8x8,California,San Francisco Bay Area,200.0,2022-10-04,9.0,2222.0,2022.0,Support,Post-IPO,$253,2022,37.28717,-121.9499
739,Spin,California,San Francisco Bay Area,78.0,2022-09-30,10.0,780.0,702.0,Transportation,Acquired,$8,2022,37.77493,-122.41942
740,Mux,California,San Francisco Bay Area,40.0,2022-09-29,20.0,200.0,160.0,Infrastructure,Series D,$173,2022,37.77493,-122.41942
741,DocuSign,California,San Francisco Bay Area,671.0,2022-09-28,9.0,7456.0,6785.0,Sales,Post-IPO,$536,2022,37.77493,-122.41942
742,Divvy Homes,California,San Francisco Bay Area,40.0,2022-09-27,12.0,333.0,293.0,Real Estate,Series B,$180,2022,37.77493,-122.41942
743,Kitty Hawk,California,San Francisco Bay Area,100.0,2022-09-21,100.0,100.0,0.0,Aerospace,Unknown,$1,2022,37.44188,-122.14302
744,WorkRamp,California,San Francisco Bay Area,35.0,2022-09-15,20.0,175.0,140.0,HR,Series C,$67,2022,37.50716,-122.26052
745,Twilio,California,San Francisco Bay Area,800.0,2022-09-14,11.0,7273.0,6473.0,Other,Post-IPO,$614,2022,37.77493,-122.41942
746,Patreon,California,San Francisco Bay Area,80.0,2022-09-13,17.0,471.0,391.0,Media,Series F,$413,2022,37.77493,-122.41942
747,Intercom,California,San Francisco Bay Area,49.0,2022-09-07,5.0,980.0,931.0,Support,Series D,$240,2022,37.77493,-122.41942
748,Demandbase,California,San Francisco Bay Area,27.0,2022-09-07,3.0,900.0,873.0,Sales,Series H,$143,2022,37.77493,-122.41942
749,Innovaccer,California,San Francisco Bay Area,90.0,2022-09-01,8.0,1125.0,1035.0,Healthcare,Series E,$379,2022,37.77493,-122.41942
750,Hippo Insurance,California,San Francisco Bay Area,70.0,2022-08-31,10.0,700.0,630.0,Finance,Post-IPO,$1300,2022,37.44188,-122.14302
751,Apartment List,California,San Francisco Bay Area,29.0,2022-08-31,10.0,290.0,261.0,Real Estate,Series D,$169,2022,37.77493,-122.41942
752,Reali,California,San Francisco Bay Area,140.0,2022-08-24,100.0,140.0,0.0,Real Estate,Series B,$117,2022,37.77493,-122.41942
753,Skedulo,California,San Francisco Bay Area,31.0,2022-08-23,8.0,388.0,357.0,HR,Series C,$114,2022,37.77493,-122.41942
754,Plato,California,San Francisco Bay Area,29.0,2022-08-23,50.0,58.0,29.0,HR,Seed,$3,2022,37.77493,-122.41942
755,New Relic,California,San Francisco Bay Area,110.0,2022-08-18,5.0,2200.0,2090.0,Infrastructure,Post-IPO,$214,2022,37.77493,-122.41942
756,Malwarebytes,California,San Francisco Bay Area,125.0,2022-08-17,14.0,893.0,768.0,Security,Series B,$80,2022,37.35411,-121.95524
757,Blend,California,San Francisco Bay Area,220.0,2022-08-15,12.0,1833.0,1613.0,Finance,Post-IPO,$665,2022,37.77493,-122.41942
758,Truepill,California,San Francisco Bay Area,175.0,2022-08-11,33.0,530.0,355.0,Healthcare,Series D,$255,2022,37.66882,-122.0808
759,Calm,California,San Francisco Bay Area,90.0,2022-08-11,20.0,450.0,360.0,Healthcare,Series C,$218,2022,37.77493,-122.41942
760,Nutanix,California,San Francisco Bay Area,270.0,2022-08-09,4.0,6750.0,6480.0,Infrastructure,Post-IPO,$1100,2022,37.33939,-121.89496
761,Shogun,California,San Francisco Bay Area,48.0,2022-08-09,30.0,160.0,112.0,Retail,Series C,$114,2022,37.5841,-122.36608
762,Doma,California,San Francisco Bay Area,250.0,2022-08-04,13.0,1923.0,1673.0,Finance,Post-IPO,$679,2022,37.77493,-122.41942
763,10X Genomics,California,San Francisco Bay Area,100.0,2022-08-04,8.0,1250.0,1150.0,Healthcare,Post-IPO,$242,2022,37.66243,-121.87468
764,On Deck,California,San Francisco Bay Area,73.0,2022-08-04,33.0,221.0,148.0,Education,Series A,$20,2022,37.77493,-122.41942
765,Robinhood,California,San Francisco Bay Area,713.0,2022-08-02,23.0,3100.0,2387.0,Finance,Post-IPO,$5600,2022,37.45383,-122.18219
766,Nylas,California,San Francisco Bay Area,80.0,2022-08-02,25.0,320.0,240.0,Product,Series C,$175,2022,37.77493,-122.41942
767,Quantcast,California,San Francisco Bay Area,40.0,2022-07-29,6.0,667.0,627.0,Marketing,Series C,$65,2022,37.77493,-122.41942
768,Career Karma,California,San Francisco Bay Area,60.0,2022-07-28,33.0,182.0,122.0,Education,Series B,$51,2022,37.77493,-122.41942
769,Metromile,California,San Francisco Bay Area,60.0,2022-07-28,20.0,300.0,240.0,Finance,Acquired,$510,2022,37.77493,-122.41942
770,Dover,California,San Francisco Bay Area,23.0,2022-07-26,30.0,77.0,54.0,Recruiting,Series A,$22,2022,37.33939,-121.89496
771,Clarify Health,California,San Francisco Bay Area,15.0,2022-07-22,5.0,300.0,285.0,Healthcare,Series D,$328,2022,37.77493,-122.41942
772,Lyft,California,San Francisco Bay Area,60.0,2022-07-20,2.0,3000.0,2940.0,Transportation,Post-IPO,$4900,2022,37.77493,-122.41942
773,Unstoppable Do.,California,San Francisco Bay Area,42.0,2022-07-14,25.0,168.0,126.0,Crypto,Series B,$7,2022,37.77493,-122.41942
774,Kiavi,California,San Francisco Bay Area,39.0,2022-07-14,7.0,557.0,518.0,Real Estate,Series E,$240,2022,37.77493,-122.41942
775,Tonal,California,San Francisco Bay Area,262.0,2022-07-13,35.0,749.0,487.0,Fitness,Series E,$450,2022,37.77493,-122.41942
776,Hubilo,California,San Francisco Bay Area,45.0,2022-07-12,12.0,375.0,330.0,Marketing,Series B,$153,2022,37.77493,-122.41942
777,Next Insurance,California,San Francisco Bay Area,150.0,2022-07-07,17.0,882.0,732.0,Finance,Series E,$881,2022,37.44188,-122.14302
778,Remote,California,San Francisco Bay Area,100.0,2022-07-06,9.0,1111.0,1011.0,HR,Series C,$496,2022,37.77493,-122.41942
779,Outschool,California,San Francisco Bay Area,31.0,2022-07-05,18.0,172.0,141.0,Education,Series D,$240,2022,37.77493,-122.41942
780,WanderJaunt,California,San Francisco Bay Area,85.0,2022-07-01,100.0,85.0,0.0,Travel,Series B,$26,2022,37.77493,-122.41942
781,Teleport,California,San Francisco Bay Area,15.0,2022-07-01,6.0,250.0,235.0,Infrastructure,Series C,$169,2022,37.80437,-122.2708
782,Enjoy,California,San Francisco Bay Area,400.0,2022-06-30,18.0,2222.0,1822.0,Retail,Post-IPO,$310,2022,37.44188,-122.14302
783,Abra,California,San Francisco Bay Area,12.0,2022-06-30,5.0,240.0,228.0,Crypto,Series C,$106,2022,37.70215,-121.93579
784,Unity,California,San Francisco Bay Area,200.0,2022-06-29,4.0,5000.0,4800.0,Other,Post-IPO,$1300,2022,37.77493,-122.41942
785,Niantic,California,San Francisco Bay Area,85.0,2022-06-29,8.0,1063.0,978.0,Consumer,Series D,$770,2022,37.77493,-122.41942
786,Baton,California,San Francisco Bay Area,16.0,2022-06-29,25.0,64.0,48.0,Transportation,Series A,$13,2022,37.77493,-122.41942
787,Substack,California,San Francisco Bay Area,13.0,2022-06-29,14.0,93.0,80.0,Media,Series B,$82,2022,37.77493,-122.41942
788,Bright Machines,California,San Francisco Bay Area,30.0,2022-06-28,8.0,375.0,345.0,Data,Unknown,$250,2022,37.77493,-122.41942
789,AppLovin,California,San Francisco Bay Area,300.0,2022-06-27,12.0,2500.0,2200.0,Marketing,Post-IPO,$1600,2022,37.44188,-122.14302
790,SafeGraph,California,San Francisco Bay Area,27.0,2022-06-27,25.0,108.0,81.0,Data,Series B,$61,2022,37.77493,-122.41942
791,Ethos Life,California,San Francisco Bay Area,40.0,2022-06-24,12.0,333.0,293.0,Finance,Series D,$406,2022,37.77493,-122.41942
792,Netflix,California,San Francisco Bay Area,300.0,2022-06-23,3.0,10000.0,9700.0,Media,Post-IPO,$121900,2022,37.22661,-121.97468
793,Vouch,California,San Francisco Bay Area,15.0,2022-06-23,7.0,214.0,199.0,Finance,Series C,$159,2022,37.77493,-122.41942
794,MasterClass,California,San Francisco Bay Area,120.0,2022-06-22,20.0,600.0,480.0,Education,Series E,$461,2022,37.77493,-122.41942
795,Sourcegraph,California,San Francisco Bay Area,24.0,2022-06-21,8.0,300.0,276.0,Product,Series D,$248,2022,37.77493,-122.41942
796,SummerBio,California,San Francisco Bay Area,101.0,2022-06-20,100.0,101.0,0.0,Healthcare,Unknown,$7,2022,37.45383,-122.18219
797,Zumper,California,San Francisco Bay Area,45.0,2022-06-16,15.0,300.0,255.0,Real Estate,Series D,$178,2022,37.77493,-122.41942
798,Tonkean,California,San Francisco Bay Area,23.0,2022-06-15,23.0,100.0,77.0,Other,Series B,$83,2022,37.77493,-122.41942
799,Coinbase,California,San Francisco Bay Area,1100.0,2022-06-14,18.0,6111.0,5011.0,Crypto,Post-IPO,$549,2022,37.77493,-122.41942
800,Studio,California,San Francisco Bay Area,33.0,2022-06-13,40.0,83.0,50.0,Education,Series B,$50,2022,37.77493,-122.41942
801,Stitch Fix,California,San Francisco Bay Area,330.0,2022-06-09,15.0,2200.0,1870.0,Retail,Post-IPO,$79,2022,37.77493,-122.41942
802,Sonder,California,San Francisco Bay Area,250.0,2022-06-08,21.0,1190.0,940.0,Travel,Post-IPO,$839,2022,37.77493,-122.41942
803,Truepill,California,San Francisco Bay Area,150.0,2022-06-08,15.0,1000.0,850.0,Healthcare,Series D,$255,2022,37.66882,-122.0808
804,Superhuman,California,San Francisco Bay Area,23.0,2022-06-03,22.0,105.0,82.0,Consumer,Series C,$108,2022,37.77493,-122.41942
805,Carbon Health,California,San Francisco Bay Area,250.0,2022-06-02,8.0,3125.0,2875.0,Healthcare,Series D,$522,2022,37.77493,-122.41942
806,Gather,California,San Francisco Bay Area,30.0,2022-06-02,33.0,91.0,61.0,Consumer,Series B,$76,2022,37.44188,-122.14302
807,IRL,California,San Francisco Bay Area,25.0,2022-06-02,25.0,100.0,75.0,Consumer,Series C,$197,2022,37.77493,-122.41942
808,Loom,California,San Francisco Bay Area,34.0,2022-06-01,14.0,243.0,209.0,Product,Series C,$203,2022,37.77493,-122.41942
809,Lacework,California,San Francisco Bay Area,300.0,2022-05-25,20.0,1500.0,1200.0,Security,Series D,$1900,2022,37.38605,-122.08385
810,Bolt,California,San Francisco Bay Area,240.0,2022-05-25,27.0,889.0,649.0,Finance,Series E,$1300,2022,37.77493,-122.41942
811,Skillz,California,San Francisco Bay Area,70.0,2022-05-20,10.0,700.0,630.0,Consumer,Post-IPO,$287,2022,37.77493,-122.41942
812,Netflix,California,San Francisco Bay Area,150.0,2022-05-17,1.0,15000.0,14850.0,Media,Post-IPO,$121900,2022,37.22661,-121.97468
813,Doma,California,San Francisco Bay Area,310.0,2022-05-10,15.0,2067.0,1757.0,Finance,Post-IPO,$679,2022,37.77493,-122.41942
814,Mural,California,San Francisco Bay Area,90.0,2022-05-05,10.0,900.0,810.0,Product,Series C,$192,2022,37.77493,-122.41942
815,On Deck,California,San Francisco Bay Area,72.0,2022-05-05,25.0,288.0,216.0,Education,Series A,$20,2022,37.77493,-122.41942
816,Mainstreet,California,San Francisco Bay Area,45.0,2022-05-04,30.0,150.0,105.0,Finance,Series A,$64,2022,37.77493,-122.41942
817,Domestika,California,San Francisco Bay Area,150.0,2022-04-28,19.0,789.0,639.0,Education,Series D,$130,2022,37.87159,-122.27275
818,Robinhood,California,San Francisco Bay Area,340.0,2022-04-26,9.0,3778.0,3438.0,Finance,Post-IPO,$5600,2022,37.45383,-122.18219
819,Blend,California,San Francisco Bay Area,200.0,2022-04-19,10.0,2000.0,1800.0,Finance,Post-IPO,$665,2022,37.77493,-122.41942
820,Ahead,California,San Francisco Bay Area,44.0,2022-04-14,100.0,44.0,0.0,Healthcare,Unknown,$9,2022,37.77493,-122.41942
821,Wish,California,San Francisco Bay Area,190.0,2022-03-01,15.0,1267.0,1077.0,Retail,Post-IPO,$1600,2022,37.77493,-122.41942
822,Flockjay,California,San Francisco Bay Area,37.0,2021-08-24,50.0,74.0,37.0,Education,Series A,$14,2021,37.77493,-122.41942
823,Katerra,California,San Francisco Bay Area,2434.0,2021-06-01,100.0,2434.0,0.0,Construction,Unknown,$1600,2021,37.45383,-122.18219
824,New Relic,California,San Francisco Bay Area,160.0,2021-04-06,7.0,2286.0,2126.0,Infrastructure,Post-IPO,$215,2021,37.77493,-122.41942
825,Postmates,California,San Francisco Bay Area,180.0,2021-01-23,15.0,1200.0,1020.0,Food,Acquired,$763,2021,37.77493,-122.41942
826,Dropbox,California,San Francisco Bay Area,315.0,2021-01-13,15.0,2100.0,1785.0,Other,Post-IPO,$1700,2021,37.77493,-122.41942
827,Alto Pharmacy,California,San Francisco Bay Area,47.0,2020-09-29,6.0,783.0,736.0,Healthcare,Series D,$356,2020,37.77493,-122.41942
828,Waze,California,San Francisco Bay Area,30.0,2020-09-09,5.0,600.0,570.0,Transportation,Acquired,$67,2020,37.45383,-122.18219
829,SaleSan Franciscoorce,California,San Francisco Bay Area,1000.0,2020-08-26,2.0,50000.0,49000.0,Sales,Post-IPO,$65,2020,37.77493,-122.41942
830,Mozilla,California,San Francisco Bay Area,250.0,2020-08-11,25.0,1000.0,750.0,Consumer,Unknown,$2,2020,37.77493,-122.41942
831,Buy.com / Rakuten,California,San Francisco Bay Area,87.0,2020-07-30,100.0,87.0,0.0,Retail,Acquired,$42,2020,37.56299,-122.32553
832,Checkr,California,San Francisco Bay Area,64.0,2020-07-23,12.0,533.0,469.0,HR,Series D,$309,2020,37.77493,-122.41942
833,LinkedIn,California,San Francisco Bay Area,960.0,2020-07-21,6.0,16000.0,15040.0,Recruiting,Acquired,$154,2020,37.36883,-122.03635
834,Optimizely,California,San Francisco Bay Area,60.0,2020-07-15,15.0,400.0,340.0,Marketing,Series D,$251,2020,37.77493,-122.41942
835,Katerra,California,San Francisco Bay Area,400.0,2020-06-29,7.0,5714.0,5314.0,Construction,Series E,$1300,2020,37.45383,-122.18219
836,Dark,California,San Francisco Bay Area,6.0,2020-06-23,100.0,6.0,0.0,Product,Seed,$3,2020,37.77493,-122.41942
837,Intuit,California,San Francisco Bay Area,715.0,2020-06-22,7.0,10214.0,9499.0,Finance,Post-IPO,$18,2020,37.38605,-122.08385
838,Splunk,California,San Francisco Bay Area,70.0,2020-06-16,1.0,7000.0,6930.0,Data,Post-IPO,$40,2020,37.77493,-122.41942
839,SynapseFI,California,San Francisco Bay Area,63.0,2020-06-12,48.0,131.0,68.0,Finance,Series B,$50,2020,37.77493,-122.41942
840,The Athletic,California,San Francisco Bay Area,46.0,2020-06-05,8.0,575.0,529.0,Media,Series D,$139,2020,37.77493,-122.41942
841,Ethos Life,California,San Francisco Bay Area,18.0,2020-06-05,14.0,129.0,111.0,Finance,Series C,$106,2020,37.77493,-122.41942
842,Lastline,California,San Francisco Bay Area,50.0,2020-06-04,40.0,125.0,75.0,Security,Series C,$52,2020,37.77493,-122.41942
843,Credit Sesame,California,San Francisco Bay Area,22.0,2020-06-03,14.0,157.0,135.0,Finance,Series F,$120,2020,37.38605,-122.08385
844,Fundbox,California,San Francisco Bay Area,14.0,2020-06-02,15.0,93.0,79.0,Finance,Series C,$453,2020,37.77493,-122.41942
845,Stitch Fix,California,San Francisco Bay Area,1400.0,2020-06-01,18.0,7778.0,6378.0,Retail,Post-IPO,$79,2020,37.77493,-122.41942
846,Brex,California,San Francisco Bay Area,62.0,2020-05-29,15.0,413.0,351.0,Finance,Series C,$732,2020,37.77493,-122.41942
847,Samsara,California,San Francisco Bay Area,300.0,2020-05-20,18.0,1667.0,1367.0,Logistics,Series F,$530,2020,37.77493,-122.41942
848,SoFi,California,San Francisco Bay Area,112.0,2020-05-20,7.0,1600.0,1488.0,Finance,Private Equity …,$2.500,2020,37.77493,-122.41942
849,Intercom,California,San Francisco Bay Area,39.0,2020-05-20,6.0,650.0,611.0,Support,Series D,$240,2020,37.77493,-122.41942
850,Uber,California,San Francisco Bay Area,3000.0,2020-05-18,13.0,23077.0,20077.0,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942
851,Lattice,California,San Francisco Bay Area,16.0,2020-05-15,10.0,160.0,144.0,HR,Series C,$49,2020,37.77493,-122.41942
852,Cruise,California,San Francisco Bay Area,150.0,2020-05-14,8.0,1875.0,1725.0,Transportation,Acquired,$5300,2020,37.77493,-122.41942
853,Ridecell,California,San Francisco Bay Area,35.0,2020-05-14,15.0,233.0,198.0,Transportation,Series B,$73,2020,37.77493,-122.41942
854,Deliv,California,San Francisco Bay Area,669.0,2020-05-13,100.0,669.0,0.0,Retail,Series C,$80,2020,37.45383,-122.18219
855,Zeus Living,California,San Francisco Bay Area,73.0,2020-05-12,50.0,146.0,73.0,Real Estate,Series B,$79,2020,37.77493,-122.41942
856,Mixpanel,California,San Francisco Bay Area,65.0,2020-05-12,19.0,342.0,277.0,Data,Series B,$77,2020,37.77493,-122.41942
857,Glassdoor,California,San Francisco Bay Area,300.0,2020-05-07,30.0,1000.0,700.0,Recruiting,Acquired,$204,2020,37.77493,-122.41942
858,Tally,California,San Francisco Bay Area,28.0,2020-05-07,23.0,122.0,94.0,Finance,Series C,$92,2020,37.77493,-122.41942
859,Uber,California,San Francisco Bay Area,3700.0,2020-05-06,14.0,26429.0,22729.0,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942
860,Segment,California,San Francisco Bay Area,50.0,2020-05-06,10.0,500.0,450.0,Data,Series D,$283,2020,37.77493,-122.41942
861,Airbnb,California,San Francisco Bay Area,1900.0,2020-05-05,25.0,7600.0,5700.0,Travel,Private Equity …,$5400,2020,37.77493,-122.41942
862,Juul,California,San Francisco Bay Area,900.0,2020-05-05,30.0,3000.0,2100.0,Consumer,Unknown,$1500,2020,37.77493,-122.41942
863,Sandbox VR,California,San Francisco Bay Area,80.0,2020-05-01,80.0,100.0,20.0,Consumer,Series A,$82,2020,37.77493,-122.41942
864,Lyft,California,San Francisco Bay Area,982.0,2020-04-29,17.0,5776.0,4794.0,Transportation,Post-IPO,$4900,2020,37.77493,-122.41942
865,Lime,California,San Francisco Bay Area,80.0,2020-04-29,13.0,615.0,535.0,Transportation,Series D,$765,2020,37.77493,-122.41942
866,App Annie,California,San Francisco Bay Area,80.0,2020-04-28,18.0,444.0,364.0,Data,Unknown,$156,2020,37.77493,-122.41942
867,PayJoy,California,San Francisco Bay Area,27.0,2020-04-28,25.0,108.0,81.0,Finance,Series B,$71,2020,37.77493,-122.41942
868,Automation Anything,California,San Francisco Bay Area,260.0,2020-04-27,10.0,2600.0,2340.0,Other,Series B,$840,2020,37.33939,-121.89496
869,Welkin Health,California,San Francisco Bay Area,10.0,2020-04-24,33.0,30.0,20.0,Healthcare,Series B,$29,2020,37.77493,-122.41942
870,Zenefits,California,San Francisco Bay Area,87.0,2020-04-23,15.0,580.0,493.0,HR,Series C,$583,2020,37.77493,-122.41942
871,Ike,California,San Francisco Bay Area,10.0,2020-04-22,14.0,71.0,61.0,Transportation,Series A,$52,2020,37.77493,-122.41942
872,Lending Club,California,San Francisco Bay Area,460.0,2020-04-21,30.0,1533.0,1073.0,Finance,Post-IPO,$392,2020,37.77493,-122.41942
873,Houzz,California,San Francisco Bay Area,155.0,2020-04-21,10.0,1550.0,1395.0,Consumer,Series E,$613,2020,37.44188,-122.14302
874,Patreon,California,San Francisco Bay Area,30.0,2020-04-21,13.0,231.0,201.0,Media,Series D,$165,2020,37.77493,-122.41942
875,Komodo Health,California,San Francisco Bay Area,23.0,2020-04-20,9.0,256.0,233.0,Healthcare,Series C,$50,2020,37.77493,-122.41942
876,Forward,California,San Francisco Bay Area,10.0,2020-04-20,3.0,333.0,323.0,Healthcare,Series C,$100,2020,37.77493,-122.41942
877,People.ai,California,San Francisco Bay Area,30.0,2020-04-17,18.0,167.0,137.0,Marketing,Series C,$100,2020,37.77493,-122.41942
878,Opendoor,California,San Francisco Bay Area,600.0,2020-04-15,35.0,1714.0,1114.0,Real Estate,Series E,$1500,2020,37.77493,-122.41942
879,GoPro,California,San Francisco Bay Area,200.0,2020-04-15,20.0,1000.0,800.0,Consumer,Post-IPO,$288,2020,37.56299,-122.32553
880,Carta,California,San Francisco Bay Area,161.0,2020-04-15,16.0,1006.0,845.0,Finance,Series E,$447,2020,37.77493,-122.41942
881,Parsable,California,San Francisco Bay Area,40.0,2020-04-15,25.0,160.0,120.0,HR,Series C,$72,2020,37.77493,-122.41942
882,Kodiak Robotics,California,San Francisco Bay Area,15.0,2020-04-15,20.0,75.0,60.0,Transportation,Series A,$40,2020,37.38605,-122.08385
883,The RealReal,California,San Francisco Bay Area,235.0,2020-04-14,10.0,2350.0,2115.0,Retail,Post-IPO,$358,2020,37.77493,-122.41942
884,Envoy,California,San Francisco Bay Area,58.0,2020-04-14,30.0,193.0,135.0,HR,Series B,$59,2020,37.77493,-122.41942
