company,location,industry,total_laid_off,date,stage,state,state_name
Katerra,SF Bay Area,Construction,400,29/06/20,Series E,CA,California
Bossa Nova,SF Bay Area,Retail,61,29/06/20,Unknown,CA,California
New Relic,Portland,Infrastructure,20,29/06/20,Post-IPO,OR,Oregon
Hired,SF Bay Area,Recruiting,127,30/06/20,Series D,CA,California
G2,Chicago,Marketing,17,30/06/20,Series C,IL,Illinois
Sharethrough,SF Bay Area,Marketing,18,01/07/20,Series D,CA,California
Kongregate,SF Bay Area,Media,12,01/07/20,Series C,CA,California
Havenly,Denver,Consumer,5,01/07/20,Series C,CO,Colorado
The Wing,New York City,Real Estate,56,01/07/20,Series C,NY,New York
Funding Circle,SF Bay Area,Finance,85,08/07/20,Post-IPO,CA,California
OnDeck,New York City,Finance,144,08/07/20,Post-IPO,NY,New York
Yelp,SF Bay Area,Consumer,63,13/07/20,Post-IPO,CA,California
Vox Media,Washington D.C.,Media,70,14/07/20,Series F,VA,Virginia
Optimizely,SF Bay Area,Marketing,60,15/07/20,Series D,CA,California
Lighter Capital,Seattle,Finance,22,20/07/20,Series B,WA,Washington
LinkedIn,SF Bay Area,Recruiting,960,21/07/20,Acquired,CA,California
Checkr,SF Bay Area,HR,64,23/07/20,Series D,CA,California
Procore,Los Angeles,Construction,180,28/07/20,Unknown,CA,California
Pared,SF Bay Area,Food,259,29/07/20,Unknown,CA,California
Buy.com / Rakuten,SF Bay Area,Retail,87,30/07/20,Acquired,CA,California
tZero,New York City,Finance,144,30/07/20,Acquired,NY,New York
Vesta,Atlanta,Sales,56,05/08/20,Unknown,GA,Georgia
Glossier,New York City,Retail,150,07/08/20,Series D,NY,New York
Mozilla,SF Bay Area,Consumer,250,11/08/20,Unknown,CA,California
HopSkipDrive,Los Angeles,Transportation,358,12/08/20,Unknown,CA,California
InVision,New York City,Product,56,14/08/20,Series F,NY,New York
Lumina Networks,SF Bay Area,Infrastructure,280,18/08/20,Series A,CA,California
StreamSets,SF Bay Area,Data,119,20/08/20,Series C,CA,California
Spaces,Los Angeles,Media,70,24/08/20,Acquired,CA,California
Salesforce,SF Bay Area,Sales,1000,26/08/20,Post-IPO,CA,California
kununu,Boston,Recruiting,127,26/08/20,Acquired,MA,Massachusetts
Big Fish Games,Seattle,Media,250,01/09/20,Acquired,WA,Washington
Akerna,Denver,Logistics,131,02/09/20,Post-IPO,CO,Colorado
Swing Education,SF Bay Area,Education,69,05/09/20,Series B,CA,California
Ouster,SF Bay Area,Transportation,358,08/09/20,Series B,CA,California
Waze,SF Bay Area,Transportation,30,09/09/20,Acquired,CA,California
HubHaus,SF Bay Area,Real Estate,260,11/09/20,Series A,CA,California
NS8,Las Vegas,Data,240,11/09/20,Series A,NV,Nevada
Air,New York City,Marketing,83,16/09/20,Series A,NY,New York
Alto Pharmacy,SF Bay Area,Healthcare,47,29/09/20,Series D,CA,California
TheWrap,Los Angeles,Media,70,29/09/20,Series B,CA,California
Chef,Seattle,Infrastructure,280,08/10/20,Acquired,WA,Washington
Quibi,Los Angeles,Media,70,21/10/20,Private Equity,CA,California
CodeCombat,SF Bay Area,Education,8,23/10/20,Series A,CA,California
Cheetah,SF Bay Area,Food,259,25/10/20,Series B,CA,California
Knotel,New York City,Real Estate,20,29/10/20,Series C,NY,New York
Remedy,Austin,Healthcare,82,29/10/20,Series A,TX,Texas
LivePerson,New York City,Support,30,01/11/20,Post-IPO,NY,New York
Bossa Nova,SF Bay Area,Retail,603,02/11/20,Unknown,CA,California
Rubica,Seattle,Security,121,05/11/20,Series A,WA,Washington
Worksmith,Austin,Retail,30,09/11/20,Unknown,TX,Texas
Tidepool,SF Bay Area,Healthcare,18,17/11/20,Unknown,CA,California
Scoop,SF Bay Area,Transportation,358,17/11/20,Series C,CA,California
Bridge Connector,Nashville,Healthcare,154,17/11/20,Series B,TN,Tennessee
Igenous,Seattle,Data,119,17/11/20,Series C,WA,Washington
Domio,New York City,Real Estate,260,18/11/20,Series B,NY,New York
Zinier,SF Bay Area,HR,146,25/11/20,Series C,CA,California
Actifio,Boston,Data,54,16/12/20,Acquired,MA,Massachusetts
Pulse Secure,SF Bay Area,Security,78,23/12/20,Acquired,CA,California
Simple,Portland,Finance,144,07/01/21,Acquired,OR,Oregon
Aura Financial,SF Bay Area,Finance,144,11/01/21,Unknown,CA,California
Dropbox,SF Bay Area,Other,315,13/01/21,Post-IPO,CA,California
Instacart,SF Bay Area,Food,1877,21/01/21,Unknown,CA,California
Postmates,SF Bay Area,Food,180,23/01/21,Acquired,CA,California
Shutterfly,SF Bay Area,Retail,800,25/01/21,Acquired,CA,California
Limelight,New York City,Recruiting,13,04/02/21,Unknown,NY,New York
ThredUp,Chicago,Retail,243,09/02/21,Series F,IL,Illinois
Indigo,Boston,Other,80,09/02/21,Series F,MA,Massachusetts
DJI,SF Bay Area,Consumer,788,24/02/21,Unknown,CA,California
Clumio,SF Bay Area,Data,119,01/03/21,Series C,CA,California
Subspace,Los Angeles,Infrastructure,280,03/03/21,Series B,CA,California
HuffPo,New York City,Media,47,09/03/21,Acquired,NY,New York
Medium,SF Bay Area,Media,70,24/03/21,Series C,CA,California
New Relic,SF Bay Area,Infrastructure,160,06/04/21,Post-IPO,CA,California
Patreon,SF Bay Area,Media,36,26/04/21,Series D,CA,California
Lambda School,SF Bay Area,Education,65,29/04/21,Series C,CA,California
Madefire,SF Bay Area,Media,70,29/04/21,Series B,CA,California
Katerra,SF Bay Area,Construction,2434,01/06/21,Unknown,CA,California
Flockjay,SF Bay Area,Education,37,24/08/21,Series A,CA,California
Tanium,Seattle,Security,30,30/08/21,Unknown,WA,Washington
Casper,New York City,Retail,603,14/09/21,Post-IPO,NY,New York
Treehouse,Portland,Education,41,14/09/21,Series B,OR,Oregon
Genius,New York City,Consumer,788,15/09/21,Acquired,NY,New York
Imperfect Foods,SF Bay Area,Food,259,22/09/21,Series D,CA,California
Zymergen,SF Bay Area,Other,120,23/09/21,Post-IPO,CA,California
Ozy Media,SF Bay Area,Media,70,01/10/21,Series C,CA,California
InVision,New York City,Product,22,05/10/21,Unknown,NY,New York
Zillow,Seattle,Real Estate,2000,02/11/21,Post-IPO,WA,Washington
BitTitan,Seattle,Data,70,18/11/21,Acquired,WA,Washington
Better.com,New York City,Real Estate,900,01/12/21,Unknown,NY,New York
iFit,Logan,Fitness,473,08/12/21,Private Equity,UT,Utah
Spin,SF Bay Area,Transportation,358,08/01/22,Acquired,CA,California
Root Insurance,Columbus,Finance,330,20/01/22,Post-IPO,OH,Ohio
Glossier,New York City,Consumer,80,26/01/22,Series E,NY,New York
Gopuff,Philadelphia,Food,100,26/01/22,Series H,PA,Pennsylvania
Rhino,New York City,Real Estate,57,03/02/22,Unknown,NY,New York
Defined.ai,Seattle,Data,119,07/02/22,Series B,WA,Washington
Peloton,New York City,Fitness,2800,08/02/22,Post-IPO,NY,New York
Daily Harvest,New York City,Food,60,10/02/22,Series D,NY,New York
Homie,Salt Lake City,Real Estate,119,14/02/22,Series B,UT,Utah
Virgin Hyperloop,Los Angeles,Transportation,111,21/02/22,Unknown,CA,California
iFit,Logan,Fitness,473,25/02/22,Private Equity,UT,Utah
Wish,SF Bay Area,Retail,190,01/03/22,Post-IPO,CA,California
Hyperscience,New York City,Data,100,03/03/22,Series E,NY,New York
Better.com,New York City,Real Estate,3000,08/03/22,Unknown,NY,New York
Adaptive Biotechnologies,Seattle,Healthcare,100,08/03/22,Post-IPO,WA,Washington
Sezzle,Minneapolis,Finance,144,10/03/22,Post-IPO,MN,Minnesota
Talis Biomedical,SF Bay Area,Healthcare,148,15/03/22,Post-IPO,CA,California
Knock,New York City,Real Estate,115,15/03/22,Unknown,NY,New York
Curology,SF Bay Area,Healthcare,150,16/03/22,Series D,CA,California
Grove Collaborative,SF Bay Area,Retail,603,19/03/22,Series E,CA,California
Gopuff,Philadelphia,Food,450,29/03/22,Series H,PA,Pennsylvania
Fast,SF Bay Area,Finance,144,05/04/22,Series B,CA,California
Workrise,Austin,Energy,450,05/04/22,Series E,TX,Texas
Food52,New York City,Food,20,08/04/22,Acquired,NY,New York
Rad Power Bikes,Seattle,Transportation,100,12/04/22,Series D,WA,Washington
Ahead,SF Bay Area,Healthcare,44,14/04/22,Unknown,CA,California
Truepill,SF Bay Area,Healthcare,148,14/04/22,Series D,CA,California
Humble,SF Bay Area,Media,10,15/04/22,Acquired,CA,California
Halcyon Health,New York City,Healthcare,148,15/04/22,Unknown,NY,New York
Automox,Boulder,Infrastructure,280,18/04/22,Series C,CO,Colorado
Blend,SF Bay Area,Finance,200,19/04/22,Post-IPO,CA,California
Better.com,New York City,Real Estate,260,19/04/22,Unknown,NY,New York
Lemonade,New York City,Finance,52,20/04/22,Post-IPO,NY,New York
Clyde,New York City,Marketing,22,25/04/22,Series B,NY,New York
Robinhood,SF Bay Area,Finance,340,26/04/22,Post-IPO,CA,California
Wahoo Fitness,Atlanta,Fitness,50,27/04/22,Unknown,GA,Georgia
Domestika,SF Bay Area,Education,150,28/04/22,Series D,CA,California
Netflix,SF Bay Area,Media,25,28/04/22,Post-IPO,CA,California
Noom,New York City,Healthcare,495,29/04/22,Series F,NY,New York
Thrasio,Boston,Retail,603,02/05/22,Unknown,MA,Massachusetts
Mainstreet,SF Bay Area,Finance,45,04/05/22,Series A,CA,California
Cameo,Chicago,Consumer,87,04/05/22,Unknown,IL,Illinois
Colossus,Boston,Energy,97,04/05/22,Series A,MA,Massachusetts
Vise,New York City,Finance,25,04/05/22,Series C,NY,New York
Ideoclick,Seattle,Retail,40,04/05/22,Series A,WA,Washington
Mural,SF Bay Area,Product,90,05/05/22,Series C,CA,California
On Deck,SF Bay Area,Education,72,05/05/22,Series A,CA,California
Reef,Miami,Transportation,750,06/05/22,Unknown,FL,Florida
divvyDOSE,Davenport,Healthcare,62,06/05/22,Acquired,FL,Florida
Vroom,New York City,Transportation,270,09/05/22,Post-IPO,NY,New York
Carvana,Phoenix,Transportation,2500,10/05/22,Post-IPO,AZ,Arizona
Doma,SF Bay Area,Finance,310,10/05/22,Post-IPO,CA,California
Latch,New York City,Security,30,10/05/22,Post-IPO,NY,New York
DataRobot,Boston,Data,70,11/05/22,Series G,MA,Massachusetts
Zwift,Los Angeles,Fitness,150,12/05/22,Series C,CA,California
Section4,New York City,Education,32,12/05/22,Series A,NY,New York
Tripwire,Portland,Security,121,12/05/22,Acquired,OR,Oregon
Subspace,Los Angeles,Infrastructure,280,13/05/22,Series B,CA,California
CommonBond,New York City,Finance,22,13/05/22,Series D,NY,New York
Thirty Madison,New York City,Healthcare,24,14/05/22,Acquired,NY,New York
Zulily,Seattle,Retail,603,16/05/22,Acquired,WA,Washington
Netflix,SF Bay Area,Media,150,17/05/22,Post-IPO,CA,California
Picsart,Miami,Consumer,90,17/05/22,Series C,FL,Florida
Skillz,SF Bay Area,Consumer,70,20/05/22,Post-IPO,CA,California
Outside,Boulder,Media,87,20/05/22,Series B,CO,Colorado
Latch,New York City,Security,130,20/05/22,Post-IPO,NY,New York
PayPal,SF Bay Area,Finance,83,23/05/22,Post-IPO,CA,California
ClickUp,San Diego,Other,60,23/05/22,Series C,CA,California
Airtime,New York City,Consumer,30,23/05/22,Series B,NY,New York
The Zebra,Austin,Finance,40,24/05/22,Series D,TX,Texas
Lacework,SF Bay Area,Security,300,25/05/22,Series D,CA,California
Bolt,SF Bay Area,Finance,240,25/05/22,Series E,CA,California
PeerStreet,Los Angeles,Finance,75,25/05/22,Series C,CA,California
Coterie Insurance,Cincinnati,Finance,30,25/05/22,Series B,OH,Ohio
Akerna,Denver,Logistics,131,27/05/22,Unknown,CO,Colorado
Terminus,Atlanta,Marketing,83,27/05/22,Series C,GA,Georgia
Terminus,Atlanta,Marketing,83,27/05/22,Unknown,GA,Georgia
Tempus Ex,SF Bay Area,Data,119,30/05/22,Unknown,CA,California
Replicated,Los Angeles,Infrastructure,50,31/05/22,Series C,CA,California
Cerebral,SF Bay Area,Healthcare,148,31/05/22,Series C,CA,California
Tomo,Stamford,Finance,44,31/05/22,Series A,CT,Connecticut
BookClub,Salt Lake City,Education,12,31/05/22,Series A,UT,Utah
Loom,SF Bay Area,Product,34,01/06/22,Series C,CA,California
Eaze,SF Bay Area,Consumer,25,01/06/22,Series D,CA,California
Side,SF Bay Area,Real Estate,260,01/06/22,Unknown,CA,California
Cybereason,Boston,Security,100,01/06/22,Series F,MA,Massachusetts
Skillshare,New York City,Education,31,01/06/22,Unknown,NY,New York
Carbon Health,SF Bay Area,Healthcare,250,02/06/22,Series D,CA,California
Gather,SF Bay Area,Consumer,30,02/06/22,Series B,CA,California
Shef,SF Bay Area,Food,29,02/06/22,Series A,CA,California
IRL,SF Bay Area,Consumer,25,02/06/22,Series C,CA,California
Stord,Atlanta,Logistics,59,02/06/22,Series D,GA,Georgia
Esme Learning,Boston,Education,69,02/06/22,Unknown,MA,Massachusetts
PolicyGenius,New York City,Finance,170,02/06/22,Series E,NY,New York
Gemini,New York City,Crypto,100,02/06/22,Unknown,NY,New York
Superhuman,SF Bay Area,Consumer,23,03/06/22,Series C,CA,California
Clubhouse,SF Bay Area,Consumer,788,03/06/22,Series C,CA,California
Food52,New York City,Food,21,03/06/22,Acquired,NY,New York
Tesla,Austin,Transportation,358,03/06/22,Post-IPO,TX,Texas
Sendoso,SF Bay Area,Marketing,83,06/06/22,Series C,CA,California
Deep Instinct,New York City,Security,121,06/06/22,Series D,NY,New York
Dutchie,Bend,Other,50,06/06/22,Series D,OR,Oregon
Bird,Los Angeles,Transportation,138,07/06/22,Post-IPO,CA,California
KiwiCo,SF Bay Area,Retail,40,07/06/22,Unknown,CA,California
Bond,SF Bay Area,Finance,144,07/06/22,Series A,CA,California
CyberCube,SF Bay Area,Finance,144,07/06/22,Series B,CA,California
ID.me,Washington D.C.,Security,130,07/06/22,Unknown,VA,Virginia
Sonder,SF Bay Area,Travel,250,08/06/22,Post-IPO,CA,California
Truepill,SF Bay Area,Healthcare,150,08/06/22,Series D,CA,California
Stitch Fix,SF Bay Area,Retail,330,09/06/22,Post-IPO,CA,California
Starship,SF Bay Area,Transportation,358,09/06/22,Series B,CA,California
OneTrust,Atlanta,Security,950,09/06/22,Series C,GA,Georgia
Hologram,Chicago,Infrastructure,80,09/06/22,Series B,IL,Illinois
The Grommet,Boston,Retail,40,09/06/22,Acquired,MA,Massachusetts
Preply,Boston,Education,26,09/06/22,Series C,MA,Massachusetts
Jellysmack,New York City,Media,70,09/06/22,Series C,NY,New York
Convoy,Seattle,Logistics,90,09/06/22,Series E,WA,Washington
Albert,Los Angeles,Finance,20,10/06/22,Series C,CA,California
Liongard,Houston,Infrastructure,280,10/06/22,Series B,TX,Texas
Keepe,Seattle,Real Estate,260,10/06/22,Unknown,WA,Washington
Wave Sports and Entertainment,Los Angeles,Media,56,13/06/22,Series B,CA,California
Studio,SF Bay Area,Education,33,13/06/22,Series B,CA,California
Automox,Boulder,Infrastructure,280,13/06/22,Series C,CO,Colorado
Desktop Metal,Boston,Other,403,13/06/22,Post-IPO,MA,Massachusetts
BlockFi,New York City,Crypto,250,13/06/22,Series E,NY,New York
Coinbase,SF Bay Area,Crypto,1100,14/06/22,Post-IPO,CA,California
TIFIN,Boulder,Crypto,24,14/06/22,Series D,CO,Colorado
Compass,New York City,Real Estate,450,14/06/22,Post-IPO,NY,New York
Redfin,Seattle,Real Estate,470,14/06/22,Post-IPO,WA,Washington
Weee!,SF Bay Area,Food,150,15/06/22,Series E,CA,California
Tonkean,SF Bay Area,Other,23,15/06/22,Series B,CA,California
Notarize,Boston,Legal,110,15/06/22,Series D,MA,Massachusetts
JetClosing,Seattle,Real Estate,260,15/06/22,Series B,WA,Washington
Zumper,SF Bay Area,Real Estate,45,16/06/22,Series D,CA,California
JOKR,New York City,Food,50,16/06/22,Series B,NY,New York
Circulo Health,Columbus,Healthcare,148,16/06/22,Series A,OH,Ohio
Socure,Reno,Finance,69,17/06/22,Series E,NV,Nevada
Finite State,Columbus,Security,16,17/06/22,Series B,OH,Ohio
SummerBio,SF Bay Area,Healthcare,101,20/06/22,Unknown,CA,California
Buzzer,New York City,Media,70,20/06/22,Unknown,NY,New York
TaskUs,Los Angeles,Support,52,21/06/22,Post-IPO,CA,California
Community,Los Angeles,Marketing,40,21/06/22,Unknown,CA,California
Sourcegraph,SF Bay Area,Product,24,21/06/22,Series D,CA,California
Tray.io,SF Bay Area,Data,119,21/06/22,Series C,CA,California
MasterClass,SF Bay Area,Education,120,22/06/22,Series E,CA,California
Bungalow,SF Bay Area,Real Estate,70,22/06/22,Series C,CA,California
Superpedestrian,Boston,Transportation,35,22/06/22,Series C,MA,Massachusetts
Balto,St. Louis,Sales,30,22/06/22,Series B,MO,Missouri
Sprinklr,New York City,Support,50,22/06/22,Post-IPO,NY,New York
IronNet,Washington D.C.,Security,90,22/06/22,Post-IPO,VA,Virginia
IronNet,Washington D.C.,Security,55,22/06/22,Post-IPO,VA,Virginia
Netflix,SF Bay Area,Media,300,23/06/22,Post-IPO,CA,California
Vouch,SF Bay Area,Finance,15,23/06/22,Series C,CA,California
Voyage SMS,Los Angeles,Marketing,8,23/06/22,Unknown,CA,California
Aura,Boston,Security,70,23/06/22,Series F,MA,Massachusetts
Mark43,New York City,Other,403,23/06/22,Series E,NY,New York
Orchard,New York City,Real Estate,260,23/06/22,Series D,NY,New York
Ro,New York City,Healthcare,148,23/06/22,Unknown,NY,New York
Pipl,Spokane,Security,22,23/06/22,Unknown,WA,Washington
Esper,Seattle,Other,403,23/06/22,Series A,WA,Washington
Ethos Life,SF Bay Area,Finance,40,24/06/22,Series D,CA,California
Sunday,Atlanta,Finance,90,24/06/22,Series A,GA,Georgia
Give Legacy,Boston,Healthcare,148,24/06/22,Series B,MA,Massachusetts
Feather,New York City,Retail,603,24/06/22,Unknown,NY,New York
Bestow,Dallas,Finance,41,24/06/22,Series C,TX,Texas
Postscript,SF Bay Area,Marketing,43,26/06/22,Series C,CA,California
AppLovin,SF Bay Area,Marketing,300,27/06/22,Post-IPO,CA,California
Cue,San Diego,Healthcare,170,27/06/22,Post-IPO,CA,California
SafeGraph,SF Bay Area,Data,27,27/06/22,Series B,CA,California
Amount,Chicago,Finance,144,27/06/22,Unknown,IL,Illinois
UiPath,New York City,Data,210,27/06/22,Post-IPO,NY,New York
Sidecar Health,Los Angeles,Healthcare,110,28/06/22,Series C,CA,California
StockX,Detroit,Retail,120,28/06/22,Series E,MI,Michigan
StockX,Detroit,Retail,80,28/06/22,Series E,MI,Michigan
Unity,SF Bay Area,Other,200,29/06/22,Post-IPO,CA,California
Niantic,SF Bay Area,Consumer,85,29/06/22,Series D,CA,California
AvantStay,Los Angeles,Travel,80,29/06/22,Unknown,CA,California
Baton,SF Bay Area,Transportation,16,29/06/22,Series A,CA,California
Substack,SF Bay Area,Media,13,29/06/22,Series B,CA,California
Degreed,SF Bay Area,Education,69,29/06/22,Series D,CA,California
HomeLight,SF Bay Area,Real Estate,260,29/06/22,Series D,CA,California
Modsy,SF Bay Area,Retail,603,29/06/22,Series C,CA,California
Parallel Wireless,Nashua,Infrastructure,60,29/06/22,Unknown,NH,New Hampshire
CommentSold,Huntsville,Retail,603,29/06/22,Unknown,TX,Texas
Qumulo,Seattle,Data,80,29/06/22,Series E,WA,Washington
Enjoy,SF Bay Area,Retail,400,30/06/22,Post-IPO,CA,California
Abra,SF Bay Area,Crypto,12,30/06/22,Series C,CA,California
Gavelytics,Los Angeles,Legal,89,30/06/22,Seed,CA,California
Secfi,SF Bay Area,Finance,144,30/06/22,Series A,CA,California
Sundae,SF Bay Area,Real Estate,260,30/06/22,Series C,CA,California
Stream,Boulder,Product,20,30/06/22,Series B,CO,Colorado
Snyk,Boston,Security,30,30/06/22,Series F,MA,Massachusetts
Stash Financial,New York City,Finance,40,30/06/22,Unknown,NY,New York
Nate,New York City,Retail,30,30/06/22,Series A,NY,New York
WanderJaunt,SF Bay Area,Travel,85,01/07/22,Series B,CA,California
Canoo,Los Angeles,Transportation,58,01/07/22,Post-IPO,CA,California
Teleport,SF Bay Area,Infrastructure,15,01/07/22,Series C,CA,California
Bamboo Health,Louisville,Healthcare,52,01/07/22,Unknown,KY,Kentucky
Remesh,New York City,Support,125,01/07/22,Series A,NY,New York
LetsGetChecked,New York City,Healthcare,148,02/07/22,Series D,NY,New York
Celsius,New York City,Crypto,150,03/07/22,Series B,NY,New York
Outschool,SF Bay Area,Education,31,05/07/22,Series D,CA,California
Transmit Security,Boston,Security,27,05/07/22,Series A,MA,Massachusetts
Bizzabo,New York City,Marketing,120,05/07/22,Series E,NY,New York
Verbit,New York City,Data,80,05/07/22,Series E,NY,New York
Thimble,New York City,Finance,20,05/07/22,Series A,NY,New York
Remote,SF Bay Area,HR,100,06/07/22,Series C,CA,California
Motif Foodworks,Boston,Food,259,06/07/22,Series B,MA,Massachusetts
SQream,New York City,Data,30,06/07/22,Series B,NY,New York
Next Insurance,SF Bay Area,Finance,150,07/07/22,Series E,CA,California
Emotive,Los Angeles,Marketing,30,07/07/22,Series B,CA,California
Twitter,SF Bay Area,Consumer,788,07/07/22,Post-IPO,CA,California
Adwerx,Durham,Marketing,40,07/07/22,Unknown,NC,North Carolina
Cedar,New York City,Healthcare,148,07/07/22,Series D,NY,New York
Argo AI,Pittsburgh,Transportation,150,07/07/22,Unknown,PA,Pennsylvania
NextRoll,SF Bay Area,Marketing,83,08/07/22,Unknown,CA,California
Butler Hospitality,New York City,Food,1000,08/07/22,Series B,NY,New York
Calibrate,New York City,Healthcare,156,08/07/22,Series B,NY,New York
Nextbite,Denver,Food,259,09/07/22,Series C,CO,Colorado
Apeel Sciences,Santa Barbara,Food,259,11/07/22,Series E,CA,California
Forward,SF Bay Area,Healthcare,148,11/07/22,Series D,CA,California
Ignite,SF Bay Area,Crypto,176,11/07/22,Series A,CA,California
SundaySky,New York City,Marketing,24,11/07/22,Series D,NY,New York
Hubilo,SF Bay Area,Marketing,45,12/07/22,Series B,CA,California
Spring,SF Bay Area,Retail,603,12/07/22,Unknown,CA,California
Gopuff,Philadelphia,Food,1500,12/07/22,Series H,PA,Pennsylvania
Microsoft,Seattle,Other,403,12/07/22,Post-IPO,WA,Washington
Tonal,SF Bay Area,Fitness,262,13/07/22,Series E,CA,California
ChowNow,Los Angeles,Food,100,13/07/22,Series C,CA,California
100 Thieves,Los Angeles,Consumer,12,13/07/22,Series C,CA,California
Nuro,SF Bay Area,Transportation,7,13/07/22,Series D,CA,California
CircleUp,SF Bay Area,Finance,144,13/07/22,Series C,CA,California
Papa,Miami,Other,403,13/07/22,Series D,FL,Florida
Fabric,New York City,Logistics,120,13/07/22,Series C,NY,New York
Unstoppable Domains,SF Bay Area,Crypto,42,14/07/22,Series B,CA,California
Kiavi,SF Bay Area,Real Estate,39,14/07/22,Series E,CA,California
Alto Pharmacy,SF Bay Area,Healthcare,148,14/07/22,Series E,CA,California
The Mom Project,Chicago,HR,54,14/07/22,Series C,IL,Illinois
OpenSea,New York City,Crypto,176,14/07/22,Series C,NY,New York
Aspire,SF Bay Area,Marketing,23,15/07/22,Series A,CA,California
StyleSeat,SF Bay Area,Consumer,788,15/07/22,Series C,CA,California
Project44,Chicago,Logistics,63,15/07/22,Unknown,IL,Illinois
PACT Pharma,SF Bay Area,Healthcare,94,18/07/22,Series C,CA,California
Elemy,SF Bay Area,Healthcare,148,18/07/22,Series B,CA,California
TikTok,Los Angeles,Consumer,788,18/07/22,Acquired,CA,California
Hydrow,Boston,Fitness,473,18/07/22,Series D,MA,Massachusetts
Gemini,New York City,Crypto,68,18/07/22,Unknown,NY,New York
Lusha,New York City,Marketing,30,18/07/22,Series B,NY,New York
Freshly,New York City,Food,259,18/07/22,Acquired,NY,New York
Vimeo,New York City,Consumer,788,18/07/22,Post-IPO,NY,New York
Invitae,SF Bay Area,Healthcare,1000,19/07/22,Post-IPO,CA,California
M1,Chicago,Finance,38,19/07/22,Series E,IL,Illinois
Capsule,New York City,Healthcare,148,19/07/22,Series D,NY,New York
Olive,Columbus,Healthcare,450,19/07/22,Series H,OH,Ohio
Varo,SF Bay Area,Finance,75,20/07/22,Series E,CA,California
BlueStacks,SF Bay Area,Other,60,20/07/22,Series C,CA,California
Lyft,SF Bay Area,Transportation,60,20/07/22,Post-IPO,CA,California
Arc,SF Bay Area,HR,13,20/07/22,Seed,CA,California
Splice,New York City,Media,23,20/07/22,Series D,NY,New York
Flyhomes,Seattle,Real Estate,200,20/07/22,Series C,WA,Washington
Callisto Media,SF Bay Area,Media,140,21/07/22,Series D,CA,California
Mural,SF Bay Area,Product,56,21/07/22,Series C,CA,California
AppGate,Miami,Security,130,21/07/22,Post-IPO,FL,Florida
WHOOP,Boston,Fitness,95,21/07/22,Series F,MA,Massachusetts
Lunchbox,New York City,Food,60,21/07/22,Series B,NY,New York
Catalyst,New York City,Support,125,21/07/22,Series B,NY,New York
InVision,New York City,Product,56,21/07/22,Series F,NY,New York
Smarsh,Portland,Other,403,21/07/22,Private Equity,OR,Oregon
Rad Power Bikes,Seattle,Transportation,63,21/07/22,Series D,WA,Washington
RealSelf,Seattle,Healthcare,11,21/07/22,Series B,WA,Washington
98point6,Seattle,Healthcare,148,21/07/22,Series E,WA,Washington
Workstream,SF Bay Area,HR,45,22/07/22,Series B,CA,California
Clarify Health,SF Bay Area,Healthcare,15,22/07/22,Series D,CA,California
Boosted Commerce,Los Angeles,Retail,603,22/07/22,Series B,CA,California
People.ai,SF Bay Area,Sales,494,22/07/22,Series D,CA,California
Wizeline,SF Bay Area,Product,56,22/07/22,Acquired,CA,California
Arete,Miami,Security,121,22/07/22,Unknown,FL,Florida
Owlet,Lehi,Healthcare,148,22/07/22,Post-IPO,UT,Utah
Zymergen,SF Bay Area,Other,80,25/07/22,Acquired,CA,California
 Included Health,SF Bay Area,Healthcare,148,25/07/22,Series E,CA,California
Pear Therapeutics ,Boston,Healthcare,25,25/07/22,Post-IPO,MA,Massachusetts
