company,location,industry,total_laid_off,date,stage,state
Ike,SF Bay Area,Transportation,10,22/04/20,Series A,CA
Clearbit,SF Bay Area,Data,119,22/04/20,Series A,CA
ExtraHop,Seattle,Security,121,22/04/20,Series C,WA
Lending Club,SF Bay Area,Finance,460,21/04/20,Post-IPO,CA
Houzz,SF Bay Area,Consumer,155,21/04/20,Series E,CA
Casper,New York City,Retail,78,21/04/20,Post-IPO,NY
RealSelf,Seattle,Healthcare,40,21/04/20,Series B,WA
Patreon,SF Bay Area,Media,30,21/04/20,Series D,CA
Lambda School,SF Bay Area,Education,19,21/04/20,Series B,CA
Politico / Protocol,Washington D.C.,Media,13,21/04/20,Unknown,VA
ConsenSys,New York City,Crypto,91,20/04/20,Unknown,NY
GumGum,Los Angeles,Marketing,90,20/04/20,Series D,CA
Zum,SF Bay Area,Transportation,28,20/04/20,Series C,CA
Komodo Health,SF Bay Area,Healthcare,23,20/04/20,Series C,CA
Forward,SF Bay Area,Healthcare,10,20/04/20,Series C,CA
Hipcamp,SF Bay Area,Travel,265,20/04/20,Series B,CA
Motif Investing,SF Bay Area,Finance,144,18/04/20,Series E,CA
Greenhouse Software,New York City,Recruiting,120,17/04/20,Series D,NY
Sweetgreen,Los Angeles,Food,35,17/04/20,Series I,CA
People.ai,SF Bay Area,Marketing,30,17/04/20,Series C,CA
Tor,Boston,Security,13,17/04/20,Unknown,MA
BitGo,SF Bay Area,Crypto,176,17/04/20,Series B,CA
Dispatch,Boston,Other,403,17/04/20,Series A,MA
Food52,New York City,Food,259,17/04/20,Acquired,NY
CarGurus,Boston,Transportation,130,16/04/20,Post-IPO,MA
FullStory,Atlanta,Marketing,83,16/04/20,Series C,GA
Grailed,New York City,Retail,603,16/04/20,Series A,NY
LumenAd,Missoula,Marketing,83,16/04/20,Unknown,MT
Purse,SF Bay Area,Crypto,176,16/04/20,Seed,CA
SquadVoice,Columbus,Real Estate,260,16/04/20,Series A,OH
Opendoor,SF Bay Area,Real Estate,600,15/04/20,Series E,CA
GoPro,SF Bay Area,Consumer,200,15/04/20,Post-IPO,CA
Zume,SF Bay Area,Food,200,15/04/20,Unknown,CA
Carta,SF Bay Area,Finance,161,15/04/20,Series E,CA
Parsable,SF Bay Area,HR,40,15/04/20,Series C,CA
Kodiak Robotics,SF Bay Area,Transportation,15,15/04/20,Series A,CA
Trove Recommerce,SF Bay Area,Retail,13,15/04/20,Series C,CA
Dude Solutions,Raleigh,Other,403,15/04/20,Acquired,NC
View,SF Bay Area,Energy,222,15/04/20,Series H,CA
The RealReal,SF Bay Area,Retail,235,14/04/20,Post-IPO,CA
Envoy,SF Bay Area,HR,58,14/04/20,Series B,CA
VSCO,SF Bay Area,Consumer,45,14/04/20,Series B,CA
Skillz,SF Bay Area,Consumer,21,14/04/20,Series D,CA
DataStax,SF Bay Area,Data,15,14/04/20,Series E,CA
Aura Financial,SF Bay Area,Finance,144,14/04/20,Unknown,CA
Groupon,Chicago,Retail,2800,13/04/20,Post-IPO,IL
Zoox,SF Bay Area,Transportation,100,13/04/20,Series B,CA
EasyPost,SF Bay Area,Logistics,50,13/04/20,Series A,CA
Meow Wolf,Santa Fe,Media,201,10/04/20,Unknown,NM
Frontdesk,Milwaukee,Travel,35,10/04/20,Unknown,WI
Built In,Chicago,Recruiting,28,10/04/20,Series C,IL
NuoDB,Boston,Data,20,10/04/20,Unknown,MA
Rhumbix,SF Bay Area,Construction,16,10/04/20,Series B,CA
Atsu,Seattle,Infrastructure,6,10/04/20,Unknown,WA
Geekwire,Seattle,Media,5,10/04/20,Unknown,WA
FloQast,Los Angeles,Finance,144,10/04/20,Series C,CA
Yelp,SF Bay Area,Consumer,1000,09/04/20,Post-IPO,CA
Monzo,Las Vegas,Finance,165,09/04/20,Series F,NV
OneTrust,Atlanta,Legal,150,09/04/20,Series B,GA
Domo,Salt Lake City,Data,90,09/04/20,Post-IPO,UT
Matterport,SF Bay Area,Data,90,09/04/20,Series D,CA
Clinc,Ann Arbor,Support,40,09/04/20,Series B,MI
Code42,Minneapolis,Data,25,09/04/20,Series B,MN
CipherTrace,SF Bay Area,Crypto,176,09/04/20,Unknown,CA
Zest AI,Los Angeles,Finance,144,09/04/20,Unknown,CA
Eventbrite,SF Bay Area,Consumer,500,08/04/20,Post-IPO,CA
Scoop,SF Bay Area,Transportation,92,08/04/20,Series C,CA
Unison,SF Bay Area,Finance,89,08/04/20,Series B,CA
Lever,SF Bay Area,Recruiting,86,08/04/20,Series C,CA
Button,New York City,Marketing,48,08/04/20,Series C,NY
Eden / Managed By Q,New York City,Real Estate,40,08/04/20,Series B,NY
Quantcast,SF Bay Area,Marketing,30,08/04/20,Series C,CA
BVAccel,San Diego,Marketing,25,08/04/20,Unknown,CA
VideoAmp,Los Angeles,Marketing,21,08/04/20,Series C,CA
Spyce,Boston,Food,4,08/04/20,Series A,MA
Lytics,Portland,Marketing,83,08/04/20,Series C,OR
Slice Labs,New York City,Finance,144,08/04/20,Series A,NY
Zola,New York City,Retail,603,08/04/20,Series D,NY
Toast,Boston,Food,1300,07/04/20,Series F,MA
ezCater,Boston,Food,400,07/04/20,Series D,MA
Sage Therapeutics,Boston,Healthcare,340,07/04/20,Post-IPO,MA
Redfin,Seattle,Real Estate,236,07/04/20,Post-IPO,WA
Branch Metrics,SF Bay Area,Marketing,100,07/04/20,Series E,CA
Newfront Insurance,SF Bay Area,Finance,94,07/04/20,Unknown,CA
Ibotta,Denver,Retail,87,07/04/20,Series D,CO
Virta Health,SF Bay Area,Healthcare,65,07/04/20,Series C,CA
Away,New York City,Retail,60,07/04/20,Series D,NY
MediaMath,New York City,Marketing,53,07/04/20,Private Equity,NY
Group Nine Media,New York City,Media,50,07/04/20,Unknown,NY
Payfactors,Boston,HR,46,07/04/20,Unknown,MA
Nav,Salt Lake City,Finance,30,07/04/20,Series C,UT
AskNicely,Portland,Support,125,07/04/20,Series A,OR
RainFocus,Salt Lake City,Marketing,83,07/04/20,Private Equity,UT
Metromile,SF Bay Area,Finance,100,06/04/20,Series E,CA
BounceX,New York City,Marketing,77,06/04/20,Series B,NY
Wordstream,Boston,Marketing,26,06/04/20,Acquired,MA
Cogito,Boston,Support,24,06/04/20,Series C,MA
PerkSpot,Chicago,HR,10,06/04/20,Private Equity,IL
Hopper,Boston,Travel,265,06/04/20,Series D,MA
Mapbox,Washington D.C.,Data,119,06/04/20,Series C,VA
Astra,SF Bay Area,Aerospace,40,05/04/20,Unknown,CA
Sojern,SF Bay Area,Marketing,300,03/04/20,Series D,CA
Minted,SF Bay Area,Retail,147,03/04/20,Series E,CA
Velodyne Lidar,SF Bay Area,Transportation,140,03/04/20,Unknown,CA
Zoox,SF Bay Area,Transportation,120,03/04/20,Series B,CA
Arrive Logistics,Austin,Logistics,75,03/04/20,Series B,TX
Salsify,Boston,Retail,60,03/04/20,Series D,MA
Jetty,New York City,Finance,35,03/04/20,Series B,NY
D2iQ,SF Bay Area,Infrastructure,34,03/04/20,Series D,CA
Bustle Digital Group,New York City,Media,24,03/04/20,Series E,NY
Bustle Digital Group,New York City,Media,19,03/04/20,Series E,NY
Anagram,Los Angeles,Healthcare,17,03/04/20,Series A,CA
G/O Media Group,New York City,Media,14,03/04/20,Unknown,NY
DSCO,Salt Lake City,Retail,12,03/04/20,Series A,UT
Tripbam,Dallas,Travel,10,03/04/20,Unknown,TX
Avantage Entertainment,Minneapolis,Media,5,03/04/20,Unknown,MN
Alegion,Austin,Data,119,03/04/20,Series A,TX
AllyO,SF Bay Area,HR,146,03/04/20,Series B,CA
PeopleGrove,SF Bay Area,HR,146,03/04/20,Series A,CA
The Muse,New York City,Recruiting,127,03/04/20,Series B,NY
The Wing,New York City,Real Estate,260,03/04/20,Series C,NY
MindBody,San Luis Obispo,Fitness,700,02/04/20,Post-IPO,CA
Katerra,SF Bay Area,Construction,240,02/04/20,Series D,CA
ClassPass,New York City,Fitness,154,02/04/20,Series E,NY
Industrious,New York City,Real Estate,90,02/04/20,Series D,NY
1stdibs,New York City,Retail,70,02/04/20,Series D,NY
ThirdLove,SF Bay Area,Retail,65,02/04/20,Series B,CA
Latch,New York City,Security,60,02/04/20,Series B,NY
The Predictive Index,Boston,HR,59,02/04/20,Acquired,MA
Jobcase,Boston,Recruiting,39,02/04/20,Private Equity,MA
Copper,SF Bay Area,Marketing,35,02/04/20,Series C,CA
Dynamic Signal,SF Bay Area,HR,35,02/04/20,Series E,CA
FiscalNote,Washington D.C.,Media,30,02/04/20,Series D,VA
Sauce Labs,SF Bay Area,Infrastructure,30,02/04/20,Unknown,CA
Humu,SF Bay Area,HR,26,02/04/20,Series B,CA
TripleLift,New York City,Marketing,23,02/04/20,Series B,NY
Coding Dojo,Seattle,Education,7,02/04/20,Unknown,WA
Synergysuite,Salt Lake City,Food,5,02/04/20,Series A,UT
Atlanta Tech Village,Atlanta,Real Estate,260,02/04/20,Unknown,GA
Modsy,SF Bay Area,Retail,603,02/04/20,Series C,CA
Wonder,New York City,Other,403,02/04/20,Unknown,NY
Booksy,SF Bay Area,Consumer,200,01/04/20,Series B,CA
PatientPop,Los Angeles,Healthcare,100,01/04/20,Series B,CA
Showpad,Chicago,Marketing,52,01/04/20,Series D,IL
Earnin,SF Bay Area,Finance,50,01/04/20,Series C,CA
Wonolo,SF Bay Area,Recruiting,46,01/04/20,Series C,CA
Moovel,Portland,Transportation,28,01/04/20,Unknown,OR
Crayon,Boston,Marketing,20,01/04/20,Series A,MA
Pana,Denver,Travel,18,01/04/20,Series A,CO
Usermind,Seattle,Marketing,15,01/04/20,Series C,WA
Incredible Health,SF Bay Area,Healthcare,9,01/04/20,Series A,CA
Currency,Los Angeles,Finance,144,01/04/20,Unknown,CA
GOAT Group,Los Angeles,Retail,603,01/04/20,Series D,CA
Le Tote,SF Bay Area,Retail,603,01/04/20,Series C,CA
Levelset,New Orleans,Construction,555,01/04/20,Series C,LA
Pebblepost,New York City,Marketing,83,01/04/20,Series C,NY
WhyHotel,Washington D.C.,Travel,265,01/04/20,Series B,VA
KeepTruckin,SF Bay Area,Logistics,349,31/03/20,Series D,CA
AdRoll,Salt Lake City,Marketing,210,31/03/20,Series C,UT
Rover,Seattle,Consumer,194,31/03/20,Series G,WA
Turo,SF Bay Area,Transportation,108,31/03/20,Series E,CA
uShip,Austin,Logistics,65,31/03/20,Series D,TX
SkySlope,Sacramento,Real Estate,50,31/03/20,Acquired,CA
Siteimprove,Minneapolis,Marketing,40,31/03/20,Unknown,MN
AngelList,SF Bay Area,Recruiting,20,31/03/20,Series B,CA
Zenoti,Seattle,Fitness,17,31/03/20,Series C,WA
DialSource,Sacramento,Marketing,5,31/03/20,Series B,CA
Adara,SF Bay Area,Travel,265,31/03/20,Series C,CA
Claravine,Salt Lake City,Marketing,83,31/03/20,Seed,UT
Domio,New York City,Travel,265,31/03/20,Series B,NY
Kazoo,Austin,HR,146,31/03/20,Series A,TX
Snap Finance,Salt Lake City,Finance,144,31/03/20,Unknown,UT
Zerto,Boston,Infrastructure,280,31/03/20,Series E,MA
Thumbtack,SF Bay Area,Consumer,250,30/03/20,Series F,CA
RigUp,Austin,Energy,120,30/03/20,Series D,TX
PeerStreet,Los Angeles,Finance,51,30/03/20,Series C,CA
Maven,Seattle,Media,31,30/03/20,Post-IPO,WA
Blume Global,SF Bay Area,Logistics,30,30/03/20,Unknown,CA
Catalant,Boston,Other,30,30/03/20,Series E,MA
Loftsmart,New York City,Real Estate,25,30/03/20,Series A,NY
Caliva,SF Bay Area,Retail,20,30/03/20,Series A,CA
Iris Nova,New York City,Food,9,30/03/20,Seed,NY
Cuyana,SF Bay Area,Retail,603,30/03/20,Series C,CA
ZipRecruiter,Los Angeles,Recruiting,400,29/03/20,Series B,CA
Amplero,Seattle,Marketing,17,29/03/20,Series B,WA
Polarr,SF Bay Area,Consumer,10,29/03/20,Series A,CA
WeWork,New York City,Real Estate,250,28/03/20,Series H,NY
Rent the Runway,New York City,Retail,603,28/03/20,Series F,NY
Bird,Los Angeles,Transportation,406,27/03/20,Series D,CA
Everlane,SF Bay Area,Retail,227,27/03/20,Unknown,CA
DataRobot,Boston,Data,200,27/03/20,Series E,MA
Restaurant365,Los Angeles,Food,175,27/03/20,Series C,CA
Blueground,New York City,Real Estate,130,27/03/20,Series B,NY
Knotel,New York City,Real Estate,127,27/03/20,Series C,NY
Getaround,SF Bay Area,Transportation,100,27/03/20,Series D,CA
Zipcar,Boston,Transportation,100,27/03/20,Acquired,MA
DISCO,Austin,Legal,75,27/03/20,Series E,TX
Raken,San Diego,Construction,60,27/03/20,Series A,CA
Oh My Green,SF Bay Area,Food,40,27/03/20,Seed,CA
Bevi,Boston,Food,30,27/03/20,Series C,MA
Textio,Seattle,Recruiting,30,27/03/20,Unknown,WA
Opal,Portland,Marketing,20,27/03/20,Series B,OR
ThirdLove,New York City,Retail,10,27/03/20,Series B,NY
Make School,SF Bay Area,Education,69,27/03/20,Unknown,CA
Pivot3,Austin,Infrastructure,280,27/03/20,Series H,TX
B8ta,SF Bay Area,Retail,250,26/03/20,Series C,CA
Puppet,Portland,Infrastructure,50,26/03/20,Series F,OR
Passport,Charlotte,Transportation,44,26/03/20,Series D,NC
Peerspace,SF Bay Area,Real Estate,41,26/03/20,Series B,CA
GoSpotCheck,Denver,Retail,23,26/03/20,Series B,CO
Consider.co,SF Bay Area,Other,13,26/03/20,Seed,CA
Nativo,Los Angeles,Marketing,83,26/03/20,Series B,CA
TripActions,SF Bay Area,Travel,300,25/03/20,Series D,CA
Lyric,SF Bay Area,Real Estate,100,25/03/20,Series B,CA
O'Reilly Media,SF Bay Area,Media,75,25/03/20,Unknown,CA
WanderJaunt,SF Bay Area,Travel,56,25/03/20,Series B,CA
OutboundEngine,Austin,Marketing,52,25/03/20,Series C,TX
Wonderschool,SF Bay Area,Education,50,25/03/20,Series A,CA
Overtime,New York City,Media,30,25/03/20,Series B,NY
Jama,Portland,Product,12,25/03/20,Unknown,OR
Element Analytics,SF Bay Area,Data,10,25/03/20,Series A,CA
Clever Real Estate,St. Louis,Real Estate,260,25/03/20,Series A,MO
Clutter,Los Angeles,Consumer,788,25/03/20,Series D,CA
Divvy Homes,SF Bay Area,Real Estate,260,25/03/20,Series B,CA
Universal Standard,New York City,Retail,603,25/03/20,Series A,NY
Sonder,SF Bay Area,Travel,400,24/03/20,Series D,CA
Takl,Nashville,Consumer,130,24/03/20,Unknown,TN
Foodsby,Minneapolis,Food,87,24/03/20,Series B,MN
Zeus Living,SF Bay Area,Real Estate,80,24/03/20,Series B,CA
TravelBank,SF Bay Area,Travel,20,24/03/20,Series B,CA
Peerfit,Tampa Bay,HR,146,24/03/20,Unknown,FL
SpotHero,Chicago,Transportation,358,24/03/20,Series D,IL
Compass,New York City,Real Estate,375,23/03/20,Series G,NY
Convene,New York City,Real Estate,150,23/03/20,Series D,NY
Leafly,Seattle,Retail,91,23/03/20,Acquired,WA
The Guild,Austin,Travel,38,23/03/20,Series B,TX
Drip,Salt Lake City,Marketing,20,23/03/20,Acquired,UT
GrayMeta,Los Angeles,Data,20,23/03/20,Unknown,CA
Triplebyte,SF Bay Area,Recruiting,15,23/03/20,Series B,CA
Ladder Life,SF Bay Area,Finance,13,23/03/20,Series C,CA
Cabin,SF Bay Area,Travel,265,23/03/20,Seed,CA
Eight Sleep,New York City,Retail,603,23/03/20,Series C,NY
Zwift,Los Angeles,Fitness,473,23/03/20,Series B,CA
Flywheel Sports,New York City,Fitness,784,20/03/20,Acquired,NY
Peek,Salt Lake City,Travel,45,20/03/20,Series B,UT
Yonder,Austin,Media,18,20/03/20,Series A,TX
Service,Los Angeles,Travel,265,20/03/20,Seed,CA
Vacasa,Portland,Travel,265,20/03/20,Series C,OR
Ejento,SF Bay Area,Recruiting,84,19/03/20,Unknown,CA
Remote Year,Chicago,Travel,50,19/03/20,Series B,IL
Lola,Boston,Travel,34,19/03/20,Series C,MA
Popin,New York City,Fitness,473,19/03/20,Unknown,NY
Tuft & Needle,Phoenix,Retail,603,19/03/20,Acquired,AZ
Flytedesk,Boulder,Marketing,4,18/03/20,Seed,CO
Inspirato,Denver,Travel,130,16/03/20,Series C,CO
Help.com,Austin,Support,16,16/03/20,Seed,TX
Service,Los Angeles,Travel,265,16/03/20,Seed,CA
HopSkipDrive,Los Angeles,Transportation,8,13/03/20,Unknown,CA
Panda Squad,SF Bay Area,Consumer,6,13/03/20,Seed,CA
Tamara Mellon,Los Angeles,Retail,20,12/03/20,Series C,CA
EasyPost,Salt Lake City,Logistics,75,11/03/20,Series A,UT
